name,gender,gender_probability,age,age_group,country_id,country_name,country_probability
Stage4B500k-2026-05-05T20-00-42Z-287,male,0.87,39,adult,SN,Senegal,0.24
Stage4B500k-2026-05-05T20-00-42Z-288,female,0.88,40,adult,CM,Cameroon,0.25
Stage4B500k-2026-05-05T20-00-42Z-289,male,0.89,41,adult,NG,Nigeria,0.26
Stage4B500k-2026-05-05T20-00-42Z-290,female,0.90,42,adult,GH,Ghana,0.27
Stage4B500k-2026-05-05T20-00-42Z-291,male,0.91,43,adult,KE,Kenya,0.28
Stage4B500k-2026-05-05T20-00-42Z-292,female,0.92,44,adult,ZA,South Africa,0.29
Stage4B500k-2026-05-05T20-00-42Z-293,male,0.93,45,adult,UG,Uganda,0.30
Stage4B500k-2026-05-05T20-00-42Z-294,female,0.94,46,adult,TZ,Tanzania,0.31
Stage4B500k-2026-05-05T20-00-42Z-295,male,0.95,47,adult,SN,Senegal,0.32
Stage4B500k-2026-05-05T20-00-42Z-296,female,0.96,48,adult,CM,Cameroon,0.33
Stage4B500k-2026-05-05T20-00-42Z-297,male,0.97,49,adult,NG,Nigeria,0.34
Stage4B500k-2026-05-05T20-00-42Z-298,female,0.98,50,adult,GH,Ghana,0.35
Stage4B500k-2026-05-05T20-00-42Z-299,male,0.99,51,adult,KE,Kenya,0.36
Stage4B500k-2026-05-05T20-00-42Z-300,female,1.00,52,adult,ZA,South Africa,0.37
Stage4B500k-2026-05-05T20-00-42Z-301,male,0.01,53,adult,UG,Uganda,0.38
Stage4B500k-2026-05-05T20-00-42Z-302,female,0.02,54,adult,TZ,Tanzania,0.39
Stage4B500k-2026-05-05T20-00-42Z-303,male,0.03,55,adult,SN,Senegal,0.40
Stage4B500k-2026-05-05T20-00-42Z-304,female,0.04,56,adult,CM,Cameroon,0.41
Stage4B500k-2026-05-05T20-00-42Z-305,male,0.05,57,adult,NG,Nigeria,0.42
Stage4B500k-2026-05-05T20-00-42Z-306,female,0.06,58,adult,GH,Ghana,0.43
Stage4B500k-2026-05-05T20-00-42Z-307,male,0.07,59,adult,KE,Kenya,0.44
Stage4B500k-2026-05-05T20-00-42Z-308,female,0.08,60,adult,ZA,South Africa,0.45
Stage4B500k-2026-05-05T20-00-42Z-309,male,0.09,61,adult,UG,Uganda,0.46
Stage4B500k-2026-05-05T20-00-42Z-310,female,0.10,62,adult,TZ,Tanzania,0.47
Stage4B500k-2026-05-05T20-00-42Z-311,male,0.11,63,adult,SN,Senegal,0.48
Stage4B500k-2026-05-05T20-00-42Z-312,female,0.12,64,adult,CM,Cameroon,0.49
Stage4B500k-2026-05-05T20-00-42Z-313,male,0.13,65,adult,NG,Nigeria,0.50
Stage4B500k-2026-05-05T20-00-42Z-314,female,0.14,66,adult,GH,Ghana,0.51
Stage4B500k-2026-05-05T20-00-42Z-315,male,0.15,67,adult,KE,Kenya,0.52
Stage4B500k-2026-05-05T20-00-42Z-316,female,0.16,68,adult,ZA,South Africa,0.53
Stage4B500k-2026-05-05T20-00-42Z-317,male,0.17,69,adult,UG,Uganda,0.54
Stage4B500k-2026-05-05T20-00-42Z-318,female,0.18,70,adult,TZ,Tanzania,0.55
Stage4B500k-2026-05-05T20-00-42Z-319,male,0.19,18,adult,SN,Senegal,0.56
Stage4B500k-2026-05-05T20-00-42Z-320,female,0.20,19,adult,CM,Cameroon,0.57
Stage4B500k-2026-05-05T20-00-42Z-321,male,0.21,20,adult,NG,Nigeria,0.58
Stage4B500k-2026-05-05T20-00-42Z-322,female,0.22,21,adult,GH,Ghana,0.59
Stage4B500k-2026-05-05T20-00-42Z-323,male,0.23,22,adult,KE,Kenya,0.60
Stage4B500k-2026-05-05T20-00-42Z-324,female,0.24,23,adult,ZA,South Africa,0.61
Stage4B500k-2026-05-05T20-00-42Z-325,male,0.25,24,adult,UG,Uganda,0.62
Stage4B500k-2026-05-05T20-00-42Z-326,female,0.26,25,adult,TZ,Tanzania,0.63
Stage4B500k-2026-05-05T20-00-42Z-327,male,0.27,26,adult,SN,Senegal,0.64
Stage4B500k-2026-05-05T20-00-42Z-328,female,0.28,27,adult,CM,Cameroon,0.65
Stage4B500k-2026-05-05T20-00-42Z-329,male,0.29,28,adult,NG,Nigeria,0.66
Stage4B500k-2026-05-05T20-00-42Z-330,female,0.30,29,adult,GH,Ghana,0.67
Stage4B500k-2026-05-05T20-00-42Z-331,male,0.31,30,adult,KE,Kenya,0.68
Stage4B500k-2026-05-05T20-00-42Z-332,female,0.32,31,adult,ZA,South Africa,0.69
Stage4B500k-2026-05-05T20-00-42Z-333,male,0.33,32,adult,UG,Uganda,0.70
Stage4B500k-2026-05-05T20-00-42Z-334,female,0.34,33,adult,TZ,Tanzania,0.71
Stage4B500k-2026-05-05T20-00-42Z-335,male,0.35,34,adult,SN,Senegal,0.72
Stage4B500k-2026-05-05T20-00-42Z-336,female,0.36,35,adult,CM,Cameroon,0.73
Stage4B500k-2026-05-05T20-00-42Z-337,male,0.37,36,adult,NG,Nigeria,0.74
Stage4B500k-2026-05-05T20-00-42Z-338,female,0.38,37,adult,GH,Ghana,0.75
Stage4B500k-2026-05-05T20-00-42Z-339,male,0.39,38,adult,KE,Kenya,0.76
Stage4B500k-2026-05-05T20-00-42Z-340,female,0.40,39,adult,ZA,South Africa,0.77
Stage4B500k-2026-05-05T20-00-42Z-341,male,0.41,40,adult,UG,Uganda,0.78
Stage4B500k-2026-05-05T20-00-42Z-342,female,0.42,41,adult,TZ,Tanzania,0.79
Stage4B500k-2026-05-05T20-00-42Z-343,male,0.43,42,adult,SN,Senegal,0.80
Stage4B500k-2026-05-05T20-00-42Z-344,female,0.44,43,adult,CM,Cameroon,0.81
Stage4B500k-2026-05-05T20-00-42Z-345,male,0.45,44,adult,NG,Nigeria,0.82
Stage4B500k-2026-05-05T20-00-42Z-346,female,0.46,45,adult,GH,Ghana,0.83
Stage4B500k-2026-05-05T20-00-42Z-347,male,0.47,46,adult,KE,Kenya,0.84
Stage4B500k-2026-05-05T20-00-42Z-348,female,0.48,47,adult,ZA,South Africa,0.85
Stage4B500k-2026-05-05T20-00-42Z-349,male,0.49,48,adult,UG,Uganda,0.86
Stage4B500k-2026-05-05T20-00-42Z-350,female,0.50,49,adult,TZ,Tanzania,0.87
Stage4B500k-2026-05-05T20-00-42Z-351,male,0.51,50,adult,SN,Senegal,0.88
Stage4B500k-2026-05-05T20-00-42Z-352,female,0.52,51,adult,CM,Cameroon,0.89
Stage4B500k-2026-05-05T20-00-42Z-353,male,0.53,52,adult,NG,Nigeria,0.90
Stage4B500k-2026-05-05T20-00-42Z-354,female,0.54,53,adult,GH,Ghana,0.91
Stage4B500k-2026-05-05T20-00-42Z-355,male,0.55,54,adult,KE,Kenya,0.92
Stage4B500k-2026-05-05T20-00-42Z-356,female,0.56,55,adult,ZA,South Africa,0.93
Stage4B500k-2026-05-05T20-00-42Z-357,male,0.57,56,adult,UG,Uganda,0.94
Stage4B500k-2026-05-05T20-00-42Z-358,female,0.58,57,adult,TZ,Tanzania,0.95
Stage4B500k-2026-05-05T20-00-42Z-359,male,0.59,58,adult,SN,Senegal,0.96
Stage4B500k-2026-05-05T20-00-42Z-360,female,0.60,59,adult,CM,Cameroon,0.97
Stage4B500k-2026-05-05T20-00-42Z-361,male,0.61,60,adult,NG,Nigeria,0.98
Stage4B500k-2026-05-05T20-00-42Z-362,female,0.62,61,adult,GH,Ghana,0.99
Stage4B500k-2026-05-05T20-00-42Z-363,male,0.63,62,adult,KE,Kenya,1.00
Stage4B500k-2026-05-05T20-00-42Z-364,female,0.64,63,adult,ZA,South Africa,0.01
Stage4B500k-2026-05-05T20-00-42Z-365,male,0.65,64,adult,UG,Uganda,0.02
Stage4B500k-2026-05-05T20-00-42Z-366,female,0.66,65,adult,TZ,Tanzania,0.03
Stage4B500k-2026-05-05T20-00-42Z-367,male,0.67,66,adult,SN,Senegal,0.04
Stage4B500k-2026-05-05T20-00-42Z-368,female,0.68,67,adult,CM,Cameroon,0.05
Stage4B500k-2026-05-05T20-00-42Z-369,male,0.69,68,adult,NG,Nigeria,0.06
Stage4B500k-2026-05-05T20-00-42Z-370,female,0.70,69,adult,GH,Ghana,0.07
Stage4B500k-2026-05-05T20-00-42Z-371,male,0.71,70,adult,KE,Kenya,0.08
Stage4B500k-2026-05-05T20-00-42Z-372,female,0.72,18,adult,ZA,South Africa,0.09
Stage4B500k-2026-05-05T20-00-42Z-373,male,0.73,19,adult,UG,Uganda,0.10
Stage4B500k-2026-05-05T20-00-42Z-374,female,0.74,20,adult,TZ,Tanzania,0.11
Stage4B500k-2026-05-05T20-00-42Z-375,male,0.75,21,adult,SN,Senegal,0.12
Stage4B500k-2026-05-05T20-00-42Z-376,female,0.76,22,adult,CM,Cameroon,0.13
Stage4B500k-2026-05-05T20-00-42Z-377,male,0.77,23,adult,NG,Nigeria,0.14
Stage4B500k-2026-05-05T20-00-42Z-378,female,0.78,24,adult,GH,Ghana,0.15
Stage4B500k-2026-05-05T20-00-42Z-379,male,0.79,25,adult,KE,Kenya,0.16
Stage4B500k-2026-05-05T20-00-42Z-380,female,0.80,26,adult,ZA,South Africa,0.17
Stage4B500k-2026-05-05T20-00-42Z-381,male,0.81,27,adult,UG,Uganda,0.18
Stage4B500k-2026-05-05T20-00-42Z-382,female,0.82,28,adult,TZ,Tanzania,0.19
Stage4B500k-2026-05-05T20-00-42Z-383,male,0.83,29,adult,SN,Senegal,0.20
Stage4B500k-2026-05-05T20-00-42Z-384,female,0.84,30,adult,CM,Cameroon,0.21
Stage4B500k-2026-05-05T20-00-42Z-385,male,0.85,31,adult,NG,Nigeria,0.22
Stage4B500k-2026-05-05T20-00-42Z-386,female,0.86,32,adult,GH,Ghana,0.23
Stage4B500k-2026-05-05T20-00-42Z-387,male,0.87,33,adult,KE,Kenya,0.24
Stage4B500k-2026-05-05T20-00-42Z-388,female,0.88,34,adult,ZA,South Africa,0.25
Stage4B500k-2026-05-05T20-00-42Z-389,male,0.89,35,adult,UG,Uganda,0.26
Stage4B500k-2026-05-05T20-00-42Z-390,female,0.90,36,adult,TZ,Tanzania,0.27
Stage4B500k-2026-05-05T20-00-42Z-391,male,0.91,37,adult,SN,Senegal,0.28
Stage4B500k-2026-05-05T20-00-42Z-392,female,0.92,38,adult,CM,Cameroon,0.29
Stage4B500k-2026-05-05T20-00-42Z-393,male,0.93,39,adult,NG,Nigeria,0.30
Stage4B500k-2026-05-05T20-00-42Z-394,female,0.94,40,adult,GH,Ghana,0.31
Stage4B500k-2026-05-05T20-00-42Z-395,male,0.95,41,adult,KE,Kenya,0.32
Stage4B500k-2026-05-05T20-00-42Z-396,female,0.96,42,adult,ZA,South Africa,0.33
Stage4B500k-2026-05-05T20-00-42Z-397,male,0.97,43,adult,UG,Uganda,0.34
Stage4B500k-2026-05-05T20-00-42Z-398,female,0.98,44,adult,TZ,Tanzania,0.35
Stage4B500k-2026-05-05T20-00-42Z-399,male,0.99,45,adult,SN,Senegal,0.36
Stage4B500k-2026-05-05T20-00-42Z-400,female,1.00,46,adult,CM,Cameroon,0.37
Stage4B500k-2026-05-05T20-00-42Z-401,male,0.01,47,adult,NG,Nigeria,0.38
Stage4B500k-2026-05-05T20-00-42Z-402,female,0.02,48,adult,GH,Ghana,0.39
Stage4B500k-2026-05-05T20-00-42Z-403,male,0.03,49,adult,KE,Kenya,0.40
Stage4B500k-2026-05-05T20-00-42Z-404,female,0.04,50,adult,ZA,South Africa,0.41
Stage4B500k-2026-05-05T20-00-42Z-405,male,0.05,51,adult,UG,Uganda,0.42
Stage4B500k-2026-05-05T20-00-42Z-406,female,0.06,52,adult,TZ,Tanzania,0.43
Stage4B500k-2026-05-05T20-00-42Z-407,male,0.07,53,adult,SN,Senegal,0.44
Stage4B500k-2026-05-05T20-00-42Z-408,female,0.08,54,adult,CM,Cameroon,0.45
Stage4B500k-2026-05-05T20-00-42Z-409,male,0.09,55,adult,NG,Nigeria,0.46
Stage4B500k-2026-05-05T20-00-42Z-410,female,0.10,56,adult,GH,Ghana,0.47
Stage4B500k-2026-05-05T20-00-42Z-411,male,0.11,57,adult,KE,Kenya,0.48
Stage4B500k-2026-05-05T20-00-42Z-412,female,0.12,58,adult,ZA,South Africa,0.49
Stage4B500k-2026-05-05T20-00-42Z-413,male,0.13,59,adult,UG,Uganda,0.50
Stage4B500k-2026-05-05T20-00-42Z-414,female,0.14,60,adult,TZ,Tanzania,0.51
Stage4B500k-2026-05-05T20-00-42Z-415,male,0.15,61,adult,SN,Senegal,0.52
Stage4B500k-2026-05-05T20-00-42Z-416,female,0.16,62,adult,CM,Cameroon,0.53
Stage4B500k-2026-05-05T20-00-42Z-417,male,0.17,63,adult,NG,Nigeria,0.54
Stage4B500k-2026-05-05T20-00-42Z-418,female,0.18,64,adult,GH,Ghana,0.55
Stage4B500k-2026-05-05T20-00-42Z-419,male,0.19,65,adult,KE,Kenya,0.56
Stage4B500k-2026-05-05T20-00-42Z-420,female,0.20,66,adult,ZA,South Africa,0.57
Stage4B500k-2026-05-05T20-00-42Z-421,male,0.21,67,adult,UG,Uganda,0.58
Stage4B500k-2026-05-05T20-00-42Z-422,female,0.22,68,adult,TZ,Tanzania,0.59
Stage4B500k-2026-05-05T20-00-42Z-423,male,0.23,69,adult,SN,Senegal,0.60
Stage4B500k-2026-05-05T20-00-42Z-424,female,0.24,70,adult,CM,Cameroon,0.61
Stage4B500k-2026-05-05T20-00-42Z-425,male,0.25,18,adult,NG,Nigeria,0.62
Stage4B500k-2026-05-05T20-00-42Z-426,female,0.26,19,adult,GH,Ghana,0.63
Stage4B500k-2026-05-05T20-00-42Z-427,male,0.27,20,adult,KE,Kenya,0.64
Stage4B500k-2026-05-05T20-00-42Z-428,female,0.28,21,adult,ZA,South Africa,0.65
Stage4B500k-2026-05-05T20-00-42Z-429,male,0.29,22,adult,UG,Uganda,0.66
Stage4B500k-2026-05-05T20-00-42Z-430,female,0.30,23,adult,TZ,Tanzania,0.67
Stage4B500k-2026-05-05T20-00-42Z-431,male,0.31,24,adult,SN,Senegal,0.68
Stage4B500k-2026-05-05T20-00-42Z-432,female,0.32,25,adult,CM,Cameroon,0.69
Stage4B500k-2026-05-05T20-00-42Z-433,male,0.33,26,adult,NG,Nigeria,0.70
Stage4B500k-2026-05-05T20-00-42Z-434,female,0.34,27,adult,GH,Ghana,0.71
Stage4B500k-2026-05-05T20-00-42Z-435,male,0.35,28,adult,KE,Kenya,0.72
Stage4B500k-2026-05-05T20-00-42Z-436,female,0.36,29,adult,ZA,South Africa,0.73
Stage4B500k-2026-05-05T20-00-42Z-437,male,0.37,30,adult,UG,Uganda,0.74
Stage4B500k-2026-05-05T20-00-42Z-438,female,0.38,31,adult,TZ,Tanzania,0.75
Stage4B500k-2026-05-05T20-00-42Z-439,male,0.39,32,adult,SN,Senegal,0.76
Stage4B500k-2026-05-05T20-00-42Z-440,female,0.40,33,adult,CM,Cameroon,0.77
Stage4B500k-2026-05-05T20-00-42Z-441,male,0.41,34,adult,NG,Nigeria,0.78
Stage4B500k-2026-05-05T20-00-42Z-442,female,0.42,35,adult,GH,Ghana,0.79
Stage4B500k-2026-05-05T20-00-42Z-443,male,0.43,36,adult,KE,Kenya,0.80
Stage4B500k-2026-05-05T20-00-42Z-444,female,0.44,37,adult,ZA,South Africa,0.81
Stage4B500k-2026-05-05T20-00-42Z-445,male,0.45,38,adult,UG,Uganda,0.82
Stage4B500k-2026-05-05T20-00-42Z-446,female,0.46,39,adult,TZ,Tanzania,0.83
Stage4B500k-2026-05-05T20-00-42Z-447,male,0.47,40,adult,SN,Senegal,0.84
Stage4B500k-2026-05-05T20-00-42Z-448,female,0.48,41,adult,CM,Cameroon,0.85
Stage4B500k-2026-05-05T20-00-42Z-449,male,0.49,42,adult,NG,Nigeria,0.86
Stage4B500k-2026-05-05T20-00-42Z-450,female,0.50,43,adult,GH,Ghana,0.87
Stage4B500k-2026-05-05T20-00-42Z-451,male,0.51,44,adult,KE,Kenya,0.88
Stage4B500k-2026-05-05T20-00-42Z-452,female,0.52,45,adult,ZA,South Africa,0.89
Stage4B500k-2026-05-05T20-00-42Z-453,male,0.53,46,adult,UG,Uganda,0.90
Stage4B500k-2026-05-05T20-00-42Z-454,female,0.54,47,adult,TZ,Tanzania,0.91
Stage4B500k-2026-05-05T20-00-42Z-455,male,0.55,48,adult,SN,Senegal,0.92
Stage4B500k-2026-05-05T20-00-42Z-456,female,0.56,49,adult,CM,Cameroon,0.93
Stage4B500k-2026-05-05T20-00-42Z-457,male,0.57,50,adult,NG,Nigeria,0.94
Stage4B500k-2026-05-05T20-00-42Z-458,female,0.58,51,adult,GH,Ghana,0.95
Stage4B500k-2026-05-05T20-00-42Z-459,male,0.59,52,adult,KE,Kenya,0.96
Stage4B500k-2026-05-05T20-00-42Z-460,female,0.60,53,adult,ZA,South Africa,0.97
Stage4B500k-2026-05-05T20-00-42Z-461,male,0.61,54,adult,UG,Uganda,0.98
Stage4B500k-2026-05-05T20-00-42Z-462,female,0.62,55,adult,TZ,Tanzania,0.99
Stage4B500k-2026-05-05T20-00-42Z-463,male,0.63,56,adult,SN,Senegal,1.00
Stage4B500k-2026-05-05T20-00-42Z-464,female,0.64,57,adult,CM,Cameroon,0.01
Stage4B500k-2026-05-05T20-00-42Z-465,male,0.65,58,adult,NG,Nigeria,0.02
Stage4B500k-2026-05-05T20-00-42Z-466,female,0.66,59,adult,GH,Ghana,0.03
Stage4B500k-2026-05-05T20-00-42Z-467,male,0.67,60,adult,KE,Kenya,0.04
Stage4B500k-2026-05-05T20-00-42Z-468,female,0.68,61,adult,ZA,South Africa,0.05
Stage4B500k-2026-05-05T20-00-42Z-469,male,0.69,62,adult,UG,Uganda,0.06
Stage4B500k-2026-05-05T20-00-42Z-470,female,0.70,63,adult,TZ,Tanzania,0.07
Stage4B500k-2026-05-05T20-00-42Z-471,male,0.71,64,adult,SN,Senegal,0.08
Stage4B500k-2026-05-05T20-00-42Z-472,female,0.72,65,adult,CM,Cameroon,0.09
Stage4B500k-2026-05-05T20-00-42Z-473,male,0.73,66,adult,NG,Nigeria,0.10
Stage4B500k-2026-05-05T20-00-42Z-474,female,0.74,67,adult,GH,Ghana,0.11
Stage4B500k-2026-05-05T20-00-42Z-475,male,0.75,68,adult,KE,Kenya,0.12
Stage4B500k-2026-05-05T20-00-42Z-476,female,0.76,69,adult,ZA,South Africa,0.13
Stage4B500k-2026-05-05T20-00-42Z-477,male,0.77,70,adult,UG,Uganda,0.14
Stage4B500k-2026-05-05T20-00-42Z-478,female,0.78,18,adult,TZ,Tanzania,0.15
Stage4B500k-2026-05-05T20-00-42Z-479,male,0.79,19,adult,SN,Senegal,0.16
Stage4B500k-2026-05-05T20-00-42Z-480,female,0.80,20,adult,CM,Cameroon,0.17
Stage4B500k-2026-05-05T20-00-42Z-481,male,0.81,21,adult,NG,Nigeria,0.18
Stage4B500k-2026-05-05T20-00-42Z-482,female,0.82,22,adult,GH,Ghana,0.19
Stage4B500k-2026-05-05T20-00-42Z-483,male,0.83,23,adult,KE,Kenya,0.20
Stage4B500k-2026-05-05T20-00-42Z-484,female,0.84,24,adult,ZA,South Africa,0.21
Stage4B500k-2026-05-05T20-00-42Z-485,male,0.85,25,adult,UG,Uganda,0.22
Stage4B500k-2026-05-05T20-00-42Z-486,female,0.86,26,adult,TZ,Tanzania,0.23
Stage4B500k-2026-05-05T20-00-42Z-487,male,0.87,27,adult,SN,Senegal,0.24
Stage4B500k-2026-05-05T20-00-42Z-488,female,0.88,28,adult,CM,Cameroon,0.25
Stage4B500k-2026-05-05T20-00-42Z-489,male,0.89,29,adult,NG,Nigeria,0.26
Stage4B500k-2026-05-05T20-00-42Z-490,female,0.90,30,adult,GH,Ghana,0.27
Stage4B500k-2026-05-05T20-00-42Z-491,male,0.91,31,adult,KE,Kenya,0.28
Stage4B500k-2026-05-05T20-00-42Z-492,female,0.92,32,adult,ZA,South Africa,0.29
Stage4B500k-2026-05-05T20-00-42Z-493,male,0.93,33,adult,UG,Uganda,0.30
Stage4B500k-2026-05-05T20-00-42Z-494,female,0.94,34,adult,TZ,Tanzania,0.31
Stage4B500k-2026-05-05T20-00-42Z-495,male,0.95,35,adult,SN,Senegal,0.32
Stage4B500k-2026-05-05T20-00-42Z-496,female,0.96,36,adult,CM,Cameroon,0.33
Stage4B500k-2026-05-05T20-00-42Z-497,male,0.97,37,adult,NG,Nigeria,0.34
Stage4B500k-2026-05-05T20-00-42Z-498,female,0.98,38,adult,GH,Ghana,0.35
Stage4B500k-2026-05-05T20-00-42Z-499,male,0.99,39,adult,KE,Kenya,0.36
Stage4B500k-2026-05-05T20-00-42Z-500,female,1.00,40,adult,ZA,South Africa,0.37
Stage4B500k-2026-05-05T20-00-42Z-501,male,0.01,41,adult,UG,Uganda,0.38
Stage4B500k-2026-05-05T20-00-42Z-502,female,0.02,42,adult,TZ,Tanzania,0.39
Stage4B500k-2026-05-05T20-00-42Z-503,male,0.03,43,adult,SN,Senegal,0.40
Stage4B500k-2026-05-05T20-00-42Z-504,female,0.04,44,adult,CM,Cameroon,0.41
Stage4B500k-2026-05-05T20-00-42Z-505,male,0.05,45,adult,NG,Nigeria,0.42
Stage4B500k-2026-05-05T20-00-42Z-506,female,0.06,46,adult,GH,Ghana,0.43
Stage4B500k-2026-05-05T20-00-42Z-507,male,0.07,47,adult,KE,Kenya,0.44
Stage4B500k-2026-05-05T20-00-42Z-508,female,0.08,48,adult,ZA,South Africa,0.45
Stage4B500k-2026-05-05T20-00-42Z-509,male,0.09,49,adult,UG,Uganda,0.46
Stage4B500k-2026-05-05T20-00-42Z-510,female,0.10,50,adult,TZ,Tanzania,0.47
Stage4B500k-2026-05-05T20-00-42Z-511,male,0.11,51,adult,SN,Senegal,0.48
Stage4B500k-2026-05-05T20-00-42Z-512,female,0.12,52,adult,CM,Cameroon,0.49
Stage4B500k-2026-05-05T20-00-42Z-513,male,0.13,53,adult,NG,Nigeria,0.50
Stage4B500k-2026-05-05T20-00-42Z-514,female,0.14,54,adult,GH,Ghana,0.51
Stage4B500k-2026-05-05T20-00-42Z-515,male,0.15,55,adult,KE,Kenya,0.52
Stage4B500k-2026-05-05T20-00-42Z-516,female,0.16,56,adult,ZA,South Africa,0.53
Stage4B500k-2026-05-05T20-00-42Z-517,male,0.17,57,adult,UG,Uganda,0.54
Stage4B500k-2026-05-05T20-00-42Z-518,female,0.18,58,adult,TZ,Tanzania,0.55
Stage4B500k-2026-05-05T20-00-42Z-519,male,0.19,59,adult,SN,Senegal,0.56
Stage4B500k-2026-05-05T20-00-42Z-520,female,0.20,60,adult,CM,Cameroon,0.57
Stage4B500k-2026-05-05T20-00-42Z-521,male,0.21,61,adult,NG,Nigeria,0.58
Stage4B500k-2026-05-05T20-00-42Z-522,female,0.22,62,adult,GH,Ghana,0.59
Stage4B500k-2026-05-05T20-00-42Z-523,male,0.23,63,adult,KE,Kenya,0.60
Stage4B500k-2026-05-05T20-00-42Z-524,female,0.24,64,adult,ZA,South Africa,0.61
Stage4B500k-2026-05-05T20-00-42Z-525,male,0.25,65,adult,UG,Uganda,0.62
Stage4B500k-2026-05-05T20-00-42Z-526,female,0.26,66,adult,TZ,Tanzania,0.63
Stage4B500k-2026-05-05T20-00-42Z-527,male,0.27,67,adult,SN,Senegal,0.64
Stage4B500k-2026-05-05T20-00-42Z-528,female,0.28,68,adult,CM,Cameroon,0.65
Stage4B500k-2026-05-05T20-00-42Z-529,male,0.29,69,adult,NG,Nigeria,0.66
Stage4B500k-2026-05-05T20-00-42Z-530,female,0.30,70,adult,GH,Ghana,0.67
Stage4B500k-2026-05-05T20-00-42Z-531,male,0.31,18,adult,KE,Kenya,0.68
Stage4B500k-2026-05-05T20-00-42Z-532,female,0.32,19,adult,ZA,South Africa,0.69
Stage4B500k-2026-05-05T20-00-42Z-533,male,0.33,20,adult,UG,Uganda,0.70
Stage4B500k-2026-05-05T20-00-42Z-534,female,0.34,21,adult,TZ,Tanzania,0.71
Stage4B500k-2026-05-05T20-00-42Z-535,male,0.35,22,adult,SN,Senegal,0.72
Stage4B500k-2026-05-05T20-00-42Z-536,female,0.36,23,adult,CM,Cameroon,0.73
Stage4B500k-2026-05-05T20-00-42Z-537,male,0.37,24,adult,NG,Nigeria,0.74
Stage4B500k-2026-05-05T20-00-42Z-538,female,0.38,25,adult,GH,Ghana,0.75
Stage4B500k-2026-05-05T20-00-42Z-539,male,0.39,26,adult,KE,Kenya,0.76
Stage4B500k-2026-05-05T20-00-42Z-540,female,0.40,27,adult,ZA,South Africa,0.77
Stage4B500k-2026-05-05T20-00-42Z-541,male,0.41,28,adult,UG,Uganda,0.78
Stage4B500k-2026-05-05T20-00-42Z-542,female,0.42,29,adult,TZ,Tanzania,0.79
Stage4B500k-2026-05-05T20-00-42Z-543,male,0.43,30,adult,SN,Senegal,0.80
Stage4B500k-2026-05-05T20-00-42Z-544,female,0.44,31,adult,CM,Cameroon,0.81
Stage4B500k-2026-05-05T20-00-42Z-545,male,0.45,32,adult,NG,Nigeria,0.82
Stage4B500k-2026-05-05T20-00-42Z-546,female,0.46,33,adult,GH,Ghana,0.83
Stage4B500k-2026-05-05T20-00-42Z-547,male,0.47,34,adult,KE,Kenya,0.84
Stage4B500k-2026-05-05T20-00-42Z-548,female,0.48,35,adult,ZA,South Africa,0.85
Stage4B500k-2026-05-05T20-00-42Z-549,male,0.49,36,adult,UG,Uganda,0.86
Stage4B500k-2026-05-05T20-00-42Z-550,female,0.50,37,adult,TZ,Tanzania,0.87
Stage4B500k-2026-05-05T20-00-42Z-551,male,0.51,38,adult,SN,Senegal,0.88
Stage4B500k-2026-05-05T20-00-42Z-552,female,0.52,39,adult,CM,Cameroon,0.89
Stage4B500k-2026-05-05T20-00-42Z-553,male,0.53,40,adult,NG,Nigeria,0.90
Stage4B500k-2026-05-05T20-00-42Z-554,female,0.54,41,adult,GH,Ghana,0.91
Stage4B500k-2026-05-05T20-00-42Z-555,male,0.55,42,adult,KE,Kenya,0.92
Stage4B500k-2026-05-05T20-00-42Z-556,female,0.56,43,adult,ZA,South Africa,0.93
Stage4B500k-2026-05-05T20-00-42Z-557,male,0.57,44,adult,UG,Uganda,0.94
Stage4B500k-2026-05-05T20-00-42Z-558,female,0.58,45,adult,TZ,Tanzania,0.95
Stage4B500k-2026-05-05T20-00-42Z-559,male,0.59,46,adult,SN,Senegal,0.96
Stage4B500k-2026-05-05T20-00-42Z-560,female,0.60,47,adult,CM,Cameroon,0.97
Stage4B500k-2026-05-05T20-00-42Z-561,male,0.61,48,adult,NG,Nigeria,0.98
Stage4B500k-2026-05-05T20-00-42Z-562,female,0.62,49,adult,GH,Ghana,0.99
Stage4B500k-2026-05-05T20-00-42Z-563,male,0.63,50,adult,KE,Kenya,1.00
Stage4B500k-2026-05-05T20-00-42Z-564,female,0.64,51,adult,ZA,South Africa,0.01
Stage4B500k-2026-05-05T20-00-42Z-565,male,0.65,52,adult,UG,Uganda,0.02
Stage4B500k-2026-05-05T20-00-42Z-566,female,0.66,53,adult,TZ,Tanzania,0.03
Stage4B500k-2026-05-05T20-00-42Z-567,male,0.67,54,adult,SN,Senegal,0.04
Stage4B500k-2026-05-05T20-00-42Z-568,female,0.68,55,adult,CM,Cameroon,0.05
Stage4B500k-2026-05-05T20-00-42Z-569,male,0.69,56,adult,NG,Nigeria,0.06
Stage4B500k-2026-05-05T20-00-42Z-570,female,0.70,57,adult,GH,Ghana,0.07
Stage4B500k-2026-05-05T20-00-42Z-571,male,0.71,58,adult,KE,Kenya,0.08
Stage4B500k-2026-05-05T20-00-42Z-572,female,0.72,59,adult,ZA,South Africa,0.09
Stage4B500k-2026-05-05T20-00-42Z-573,male,0.73,60,adult,UG,Uganda,0.10
